Time,Option_Description_orig,Expiration_Date,Strike_Price,Option_Type,TradeQuantity,Trade_Price,Option_Bid,Option_Ask,Delta,IV,Underlying_Price,Condition,Exchange,Aggressor
2025-05-23 12:23:40,6 JUN 25 190 C,2025-06-06,190.0,C,1,0.44,0.37,0.64,0.06,0.5645,158.76,Spread,BEST,Between Bid/Ask
2025-05-23 12:23:41,15 AUG 25 180 C,2025-08-15,180.0,C,1,10.7,10.6,10.95,0.39,0.5911,158.76,,CBOE,Between Bid/Ask
2025-05-23 12:23:41,6 JUN 25 165 C,2025-06-06,165.0,C,1,4.6,4.6,4.65,0.39,0.569,158.76,,NYSE,Seller (At Bid)
2025-05-23 12:23:41,15 AUG 25 180 C,2025-08-15,180.0,C,1,10.7,10.7,11.0,0.39,0.5911,158.76,,NYSE,Seller (At Bid)
2025-05-23 12:23:48,30 MAY 25 165 C,2025-05-30,165.0,C,1,2.51,2.43,2.55,0.33,0.5536,158.76,Spread,BEST,Between Bid/Ask
2025-05-23 12:23:56,30 MAY 25 160 C,2025-05-30,160.0,C,1,4.42,4.25,4.5,0.48,0.5598,158.76,Spread,BEST,Between Bid/Ask
2025-05-23 12:23:56,30 MAY 25 135 P,2025-05-30,135.0,P,1,0.22,0.2,0.54,-0.04,0.6666,158.76,,BEST,Between Bid/Ask
2025-05-23 12:24:06,15 AUG 25 180 C,2025-08-15,180.0,C,1,10.7,10.65,10.7,0.39,0.5915,158.73,,BOX,Buyer (At Ask)
2025-05-23 12:24:07,13 JUN 25 150 C,2025-06-13,150.0,C,1,14.2,13.9,14.2,0.68,0.6076,158.73,,BEST,Buyer (At Ask)
2025-05-23 12:24:07,13 JUN 25 142 C,2025-06-13,142.0,C,1,20.0,19.65,20.35,0.79,0.631,158.73,,BEST,Between Bid/Ask
2025-05-23 12:24:08,15 AUG 25 180 C,2025-08-15,180.0,C,2,10.79,10.7,10.85,0.39,0.5946,158.73,,PHLX,Between Bid/Ask
2025-05-23 12:24:14,20 JUN 25 130 P,2025-06-20,130.0,P,1,1.6,1.6,1.67,-0.11,0.6386,158.73,,NASDAQ,Seller (At Bid)
2025-05-23 12:24:14,30 MAY 25 165 C,2025-05-30,165.0,C,1,2.55,2.44,2.55,0.33,0.5598,158.73,,NYSE,Buyer (At Ask)
2025-05-23 12:24:14,13 JUN 25 170 C,2025-06-13,170.0,C,1,4.55,4.55,4.55,0.34,0.5707,158.73,,BEST,Buyer (At Ask)
2025-05-23 12:24:15,15 AUG 25 100 C,2025-08-15,100.0,C,1,61.45,60.75,61.45,0.93,0.7504000000000001,158.73,,BOX,Buyer (At Ask)
2025-05-23 12:24:15,18 JUL 25 125 C,2025-07-18,125.0,C,1,37.5,37.5,38.15,0.86,0.6452,158.73,,NASDAQ,Seller (At Bid)
2025-05-23 12:24:28,20 JUN 25 130 P,2025-06-20,130.0,P,1,1.6,1.6,1.67,-0.11,0.6386,158.73,,NASDAQ,Seller (At Bid)
2025-05-23 12:24:28,30 MAY 25 145 C,2025-05-30,145.0,C,20,14.9,14.4,14.9,0.86,0.6378,158.73,,NYSE,Buyer (At Ask)
2025-05-23 12:24:28,30 MAY 25 160 C,2025-05-30,160.0,C,3,4.5,4.4,4.7,0.48,0.5705,158.73,,BATS,Between Bid/Ask
2025-05-23 12:24:28,15 AUG 25 200 C,2025-08-15,200.0,C,10,6.0,5.85,6.45,0.26,0.5851,158.73,,NASDAQ,Between Bid/Ask
2025-05-23 12:24:32,18 JUL 25 180 C,2025-07-18,180.0,C,10,6.65,6.5,6.65,0.33,0.5556,158.73,,BEST,Buyer (At Ask)
2025-05-23 12:24:36,30 MAY 25 167.5 C,2025-05-30,167.5,C,1,1.9,1.77,1.9,0.26,0.5622,158.73,,PHLX,Buyer (At Ask)
2025-05-23 12:24:38,16 JAN 26 145 P,2026-01-16,145.0,P,10,20.35,19.6,20.45,-0.32,0.5828,158.73,,BEST,Between Bid/Ask
2025-05-23 12:24:52,13 JUN 25 148 P,2025-06-13,148.0,P,2,4.25,4.25,4.35,-0.28,0.5906,158.73,,NYSE,Seller (At Bid)
2025-05-23 12:25:01,6 JUN 25 135 P,2025-06-06,135.0,P,1,0.75,0.75,0.8,-0.08,0.6259,159.01,,NYSE,Seller (At Bid)
2025-05-23 12:25:04,16 JAN 26 160 C,2026-01-16,160.0,C,2,30.44,30.3,30.75,0.6,0.5811,159.01,,CBOE,Between Bid/Ask
2025-05-23 12:25:16,16 JAN 26 195 C,2026-01-16,195.0,C,2,17.5,17.5,17.75,0.43,0.5538000000000001,159.01,,AMEX,Seller (At Bid)
2025-05-23 12:25:16,16 JAN 26 195 C,2026-01-16,195.0,C,1,17.5,17.5,17.75,0.43,0.5538000000000001,159.01,,PHLX,Seller (At Bid)
2025-05-23 12:25:17,6 JUN 25 170 C,2025-06-06,170.0,C,1,3.15,3.05,3.15,0.3,0.5672,159.01,,NYSE,Buyer (At Ask)
2025-05-23 12:25:23,20 JUN 25 175 C,2025-06-20,175.0,C,10,4.3,4.3,4.35,0.3,0.5561,159.01,,NYSE,Seller (At Bid)
2025-05-23 12:25:23,20 JUN 25 150 C,2025-06-20,150.0,C,25,15.45,15.45,15.55,0.67,0.5899,159.01,,NYSE,Seller (At Bid)
2025-05-23 12:25:23,6 JUN 25 170 C,2025-06-06,170.0,C,1,3.15,3.05,3.2,0.3,0.5672,159.01,,BEST,Between Bid/Ask
2025-05-23 12:25:23,6 JUN 25 170 C,2025-06-06,170.0,C,1,3.15,3.05,3.2,0.3,0.5672,159.01,,BEST,Between Bid/Ask
2025-05-23 12:25:23,6 JUN 25 170 C,2025-06-06,170.0,C,2,3.15,3.05,3.2,0.3,0.5672,159.01,,BEST,Between Bid/Ask
2025-05-23 12:25:23,30 MAY 25 142 C,2025-05-30,142.0,C,3,17.6,17.0,17.95,0.92,0.5977,159.01,Spread,CBOE,Between Bid/Ask
2025-05-23 12:25:26,30 MAY 25 165 C,2025-05-30,165.0,C,1,2.6,2.49,2.69,0.33,0.5546,159.01,,AMEX,Between Bid/Ask
2025-05-23 12:25:34,15 AUG 25 180 C,2025-08-15,180.0,C,1,10.85,10.85,10.95,0.39,0.5929,159.01,,PHLX,Seller (At Bid)
2025-05-23 12:25:39,19 SEP 25 180 C,2025-09-19,180.0,C,1,14.0,13.8,14.7,0.43,0.5826,159.01,,BATS,Between Bid/Ask
2025-05-23 12:25:39,30 MAY 25 167.5 C,2025-05-30,167.5,C,6,1.9,1.83,1.9,0.27,0.552,159.01,,BEST,Buyer (At Ask)
2025-05-23 12:25:40,18 JUL 25 130 C,2025-07-18,130.0,C,1,33.6,33.05,33.6,0.83,0.628,159.01,,BEST,Buyer (At Ask)
2025-05-23 12:25:40,15 AUG 25 160 C,2025-08-15,160.0,C,2,18.7,18.5,18.7,0.56,0.6133,159.01,,BEST,Buyer (At Ask)
2025-05-23 12:25:40,20 JUN 25 160 C,2025-06-20,160.0,C,1,9.8,9.65,10.2,0.52,0.5726,159.01,,BEST,Between Bid/Ask
2025-05-23 12:25:40,15 AUG 25 160 C,2025-08-15,160.0,C,3,18.7,18.5,18.7,0.56,0.6133,159.01,,BOX,Buyer (At Ask)
2025-05-23 12:25:48,30 MAY 25 150 P,2025-05-30,150.0,P,1,1.66,1.34,1.67,-0.22,0.574,159.01,,BEST,Between Bid/Ask
2025-05-23 12:25:48,19 SEP 25 250 C,2025-09-19,250.0,C,1,2.45,2.45,2.51,0.11,0.5627,159.01,,BATS,Seller (At Bid)
2025-05-23 12:25:54,6 JUN 25 140 P,2025-06-06,140.0,P,5,1.26,1.26,1.35,-0.13,0.605,159.01,,BEST,Seller (At Bid)
2025-05-23 12:25:58,20 JUN 25 135 P,2025-06-20,135.0,P,1,2.31,2.2,2.45,-0.15,0.6282,159.01,Spread,CBOE,Between Bid/Ask
2025-05-23 12:25:58,20 JUN 25 140 P,2025-06-20,140.0,P,1,3.22,3.1,3.3,-0.2,0.6115999999999999,159.01,Spread,CBOE,Between Bid/Ask
2025-05-23 12:26:00,18 JUL 25 150 P,2025-07-18,150.0,P,1,9.45,9.3,9.6,-0.35,0.5749,159.09,,BEST,Between Bid/Ask
2025-05-23 12:26:00,20 JUN 25 180 C,2025-06-20,180.0,C,1,3.2,3.1,3.2,0.24,0.5546,159.09,,BEST,Buyer (At Ask)
2025-05-23 12:26:05,18 JUL 25 180 C,2025-07-18,180.0,C,2,6.65,6.5,6.75,0.33,0.5503,159.09,,BATS,Between Bid/Ask
2025-05-23 12:26:05,6 JUN 25 148 P,2025-06-06,148.0,P,1,2.83,2.76,2.91,-0.24,0.5897,159.09,Spread,C2,Between Bid/Ask
2025-05-23 12:26:05,20 JUN 25 150 P,2025-06-20,150.0,P,1,5.98,5.9,6.05,-0.32,0.5870000000000001,159.09,Spread,C2,Between Bid/Ask
2025-05-23 12:26:06,30 MAY 25 167.5 C,2025-05-30,167.5,C,1,2.12,1.85,2.12,0.28,0.579,159.09,,PHLX,Buyer (At Ask)
2025-05-23 12:26:08,18 JUL 25 250 C,2025-07-18,250.0,C,10,0.3,0.0,0.3,0.02,0.5507,159.09,,NYSE,Buyer (At Ask)
2025-05-23 12:26:15,30 MAY 25 160 C,2025-05-30,160.0,C,1,4.6,4.5,4.7,0.49,0.5622,159.09,,BEST,Between Bid/Ask
2025-05-23 12:26:18,20 JUN 25 149 P,2025-06-20,149.0,P,2,5.6,5.55,5.6,-0.31,0.5867,159.09,,NYSE,Buyer (At Ask)
2025-05-23 12:26:27,30 MAY 25 175 C,2025-05-30,175.0,C,2,0.7,0.62,0.72,0.12,0.5566,159.09,,BATS,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 150 C,2025-06-20,150.0,C,8,15.45,15.35,15.6,0.68,0.5865,159.09,Spread,BEST,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 160 C,2025-06-20,160.0,C,8,9.8,9.65,9.95,0.52,0.5702,159.09,Spread,BEST,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 150 C,2025-06-20,150.0,C,6,15.45,15.35,15.6,0.68,0.5865,159.09,Spread,C2,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 150 C,2025-06-20,150.0,C,4,15.45,15.35,15.6,0.68,0.5865,159.09,Spread,CBOE,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 150 C,2025-06-20,150.0,C,2,15.45,15.35,15.6,0.68,0.5865,159.09,Spread,BEST,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 150 C,2025-06-20,150.0,C,2,15.47,15.35,15.6,0.68,0.5878,159.09,Spread,ISE,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 160 C,2025-06-20,160.0,C,6,9.8,9.7,9.95,0.52,0.5702,159.09,Spread,C2,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 160 C,2025-06-20,160.0,C,4,9.8,9.7,9.95,0.52,0.5702,159.09,Spread,CBOE,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 160 C,2025-06-20,160.0,C,2,9.8,9.7,9.95,0.52,0.5702,159.09,Spread,BEST,Between Bid/Ask
2025-05-23 12:26:27,20 JUN 25 160 C,2025-06-20,160.0,C,2,9.82,9.7,9.95,0.52,0.5714,159.09,Spread,ISE,Between Bid/Ask
2025-05-23 12:26:46,20 JUN 25 195 C,2025-06-20,195.0,C,100,1.2,1.13,1.2,0.11,0.5528,159.09,,NYSE,Buyer (At Ask)
2025-05-23 12:26:48,30 MAY 25 180 C,2025-05-30,180.0,C,1,0.4,0.11,0.43,0.07,0.5847,159.09,Spread,CBOE,Between Bid/Ask
2025-05-23 12:26:49,20 JUN 25 160 C,2025-06-20,160.0,C,3,9.8,9.8,9.9,0.52,0.5702,159.09,,BEST,Seller (At Bid)
2025-05-23 12:26:53,30 MAY 25 160 C,2025-05-30,160.0,C,1,4.6,4.5,4.7,0.49,0.5622,159.09,,CBOE,Between Bid/Ask
2025-05-23 12:26:55,20 JUN 25 160 C,2025-06-20,160.0,C,1,9.8,9.65,9.9,0.52,0.5702,159.09,,BATS,Between Bid/Ask
2025-05-23 12:26:55,20 JUN 25 140 P,2025-06-20,140.0,P,1,3.2,3.1,3.2,-0.2,0.6113000000000001,159.09,,NYSE,Buyer (At Ask)
2025-05-23 12:27:01,30 MAY 25 170 C,2025-05-30,170.0,C,4,1.4,1.4,1.48,0.21,0.5518,159.16,,NASDAQ,Seller (At Bid)
2025-05-23 12:27:01,15 JAN 27 100 C,2027-01-15,100.0,C,1,78.3,77.35,78.3,0.85,0.6192,159.16,,BEST,Buyer (At Ask)
2025-05-23 12:27:01,17 DEC 27 230 C,2027-12-17,230.0,C,6,37.15,35.85,37.15,0.53,0.5254,159.16,,BEST,Buyer (At Ask)
2025-05-23 12:27:03,16 JAN 26 145 P,2026-01-16,145.0,P,10,20.22,19.9,20.35,-0.32,0.583,159.16,,PHLX,Between Bid/Ask
2025-05-23 12:27:14,6 JUN 25 167.5 C,2025-06-06,167.5,C,2,3.95,3.95,4.0,0.35,0.5709000000000001,159.16,,NASDAQ,Seller (At Bid)
2025-05-23 12:27:22,6 JUN 25 167.5 C,2025-06-06,167.5,C,1,3.95,3.95,4.0,0.35,0.5709000000000001,159.16,,NASDAQ,Seller (At Bid)
2025-05-23 12:27:24,30 MAY 25 165 C,2025-05-30,165.0,C,1,2.61,2.44,2.75,0.34,0.5496,159.16,Spread,BEST,Between Bid/Ask
2025-05-23 12:27:39,30 MAY 25 155 C,2025-05-30,155.0,C,1,7.36,7.3,7.55,0.65,0.565,159.16,,CBOE,Between Bid/Ask
2025-05-23 12:27:52,30 MAY 25 170 C,2025-05-30,170.0,C,1,1.3,1.3,1.42,0.2,0.536,159.16,,PHLX,Seller (At Bid)
2025-05-23 12:27:54,6 JUN 25 150 C,2025-06-06,150.0,C,1,12.83,12.65,13.4,0.72,0.5954,159.16,,PHLX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.16,3.1,3.25,0.24,0.551,159.125,Spread,BEST,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.03,5.9,6.15,0.26,0.5821999999999999,159.125,Spread,BEST,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.16,3.1,3.25,0.24,0.551,159.125,Spread,BEST,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.18,3.1,3.25,0.24,0.5525,159.125,Spread,ISE,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.02,5.9,6.15,0.26,0.5818,159.125,Spread,BEST,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.07,5.9,6.15,0.26,0.5838,159.125,Spread,ISE,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.02,5.9,6.15,0.26,0.5818,159.125,Spread,C2,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,3,6.03,5.9,6.15,0.26,0.5821999999999999,159.125,Spread,C2,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.16,3.1,3.25,0.24,0.551,159.125,Spread,C2,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,6,3.16,3.1,3.25,0.24,0.551,159.125,Spread,C2,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.08,5.9,6.15,0.26,0.5842,159.125,Spread,NYSE,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,20,6.08,5.9,6.15,0.26,0.5842,159.125,Spread,NYSE,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.02,5.9,6.15,0.26,0.5818,159.125,Spread,CBOE,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,3,6.03,5.9,6.15,0.26,0.5821999999999999,159.125,Spread,CBOE,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,12,6.03,5.9,6.15,0.26,0.5821999999999999,159.125,Spread,CBOE,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.19,3.1,3.25,0.24,0.5532,159.125,Spread,NYSE,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,20,3.18,3.1,3.25,0.24,0.5525,159.125,Spread,NYSE,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,20,3.19,3.1,3.25,0.24,0.5532,159.125,Spread,NYSE,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,13,6.03,5.9,6.15,0.26,0.5821999999999999,159.125,Spread,C2,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,37,6.15,5.9,6.15,0.26,0.5870000000000001,159.125,Spread,BOX,Buyer (At Ask)
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.08,5.9,6.15,0.26,0.5842,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.08,5.9,6.15,0.26,0.5842,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.07,5.9,6.15,0.26,0.5838,159.125,Spread,PHLX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.16,3.1,3.25,0.24,0.551,159.125,Spread,CBOE,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,6,3.16,3.1,3.25,0.24,0.551,159.125,Spread,CBOE,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,24,3.16,3.1,3.25,0.24,0.551,159.125,Spread,CBOE,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,26,3.16,3.1,3.25,0.24,0.551,159.125,Spread,C2,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,74,3.22,3.1,3.25,0.24,0.5554,159.125,Spread,BOX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,1,3.18,3.1,3.25,0.24,0.5525,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,1,3.19,3.1,3.25,0.24,0.5532,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,1,3.18,3.1,3.25,0.24,0.5525,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,1,3.19,3.1,3.25,0.24,0.5532,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.18,3.1,3.25,0.24,0.5525,159.125,Spread,PHLX,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,11,6.07,5.9,6.15,0.26,0.5838,159.125,Spread,PHLX,Between Bid/Ask
2025-05-23 12:28:03,15 AUG 25 200 C,2025-08-15,200.0,C,23,6.08,5.9,6.15,0.26,0.5842,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,22,3.18,3.1,3.25,0.24,0.5525,159.125,Spread,PHLX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,23,3.18,3.1,3.25,0.24,0.5525,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:03,20 JUN 25 180 C,2025-06-20,180.0,C,23,3.19,3.1,3.25,0.24,0.5532,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:04,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.16,3.1,3.25,0.24,0.551,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:04,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.03,5.9,6.15,0.26,0.5821999999999999,159.125,Spread,AMEX,Between Bid/Ask
2025-05-23 12:28:04,20 JUN 25 180 C,2025-06-20,180.0,C,2,3.16,3.1,3.25,0.24,0.551,159.125,Spread,BEST,Between Bid/Ask
2025-05-23 12:28:04,15 AUG 25 200 C,2025-08-15,200.0,C,1,6.03,5.9,6.15,0.26,0.5821999999999999,159.125,Spread,BEST,Between Bid/Ask
2025-05-23 12:28:04,20 JUN 25 180 C,2025-06-20,180.0,C,90,3.18,3.1,3.25,0.24,0.5525,159.125,Spread,PHLX,Between Bid/Ask
2025-05-23 12:28:04,15 AUG 25 200 C,2025-08-15,200.0,C,45,6.07,5.9,6.15,0.26,0.5838,159.125,Spread,PHLX,Between Bid/Ask
2025-05-23 12:28:04,20 JUN 25 180 C,2025-06-20,180.0,C,50,3.16,3.1,3.25,0.24,0.551,159.125,Spread,AMEX,Between Bid/Ask
